Frequency(GHz),Time(s),Temp(K),Thickness(um)_conformal
2.2281806357538554,176.461123,8.096719934404424,0.17100164895745618
2.228156240686582,178.141304,8.09653445194353,0.1742212527078307
2.228132021063714,179.813425,8.096522086450031,0.1774341075808135
2.2281092873585715,181.518074,8.096324238657097,0.1804686025472321
2.2280866328040947,183.200388,8.09643552802255,0.1835058194356867
2.2280648229771054,184.875293,8.096076929137396,0.18645053856929342
2.2280431851255527,186.573047,8.096076929137396,0.1893839296846841
2.2280232091085006,188.241555,8.09594090900377,0.19210752286882585
2.2280022083367923,189.925182,8.095891447158346,0.19498460881972346
2.227983887620884,191.606922,8.095792523494472,0.19750767007354422
2.22796352711714,193.302704,8.095705965320212,0.2003252984719887
2.227945321548153,194.998253,8.095458656413166,0.20285912040326362
2.227927211590199,196.690726,8.09539682922291,0.20538955374485202
2.227910469423825,198.388662,8.095186616897893,0.20774124482732778
2.2278933847391027,200.08589,8.095087693509406,0.21015049778478148
2.227875705826317,201.777504,8.095025866412708,0.21265461604048586
2.2278600515245257,203.501748,8.094815654397804,0.2148835673544545
2.227843913194303,205.195198,8.094679634954861,0.21719036103535844
2.2278267302309933,206.890946,8.094568346368382,0.21965715993313473
2.227811580531847,208.605679,8.09443232705889,0.2218420410209703
2.227798023076149,210.301181,8.094321038585166,0.22380483108285223
2.227783268591413,212.00872,8.09422211554001,0.22594895748822166
2.227767774120465,213.712833,8.094234480915802,0.22820866510478607
2.2277540211143334,215.42705,8.09418501940517,0.23022318973227845
2.227740734863091,217.13553,8.094123192529656,0.23217680034154511
2.22772785666358,218.840688,8.09418501940517,0.23407589748057983
2.227713088325565,220.551356,8.093999538824267,0.23626509387801173
2.227700257946708,222.280855,8.094110827158337,0.23817120195168745
2.227687417641627,224.010408,8.094110827158337,0.2400869542151361
2.2276752509967888,225.724381,8.093974808090806,0.24191018021663074
2.2276629543661848,227.474897,8.094098461782313,0.24375618533290921
2.227651787711294,229.274042,8.093950077358912,0.24544118813408566
2.227639838198315,230.994985,8.093789327662657,0.24725026155695534
2.2276285073339435,232.712739,8.093702770177963,0.24897057644299067
2.227616809099054,234.461,8.093616212719029,0.2507524638821443
2.2276057504021827,236.182653,8.09351728994655,0.2524426149949372
2.2275949128662877,237.912214,8.09357911667594,0.2541022534701694
2.2275828828788757,239.640732,8.093665674118531,0.2559503201704211
2.2275737875512434,241.362006,8.093690404823128,0.2573522839473649
2.22756200553851,243.130075,8.093727500886752,0.25917376550992466
2.227552757105456,244.87271,8.093764596949681,0.26060779125909594
2.227542627734437,246.630974,8.093789327662657,0.262182992625953
2.227531001967011,248.415579,8.093616212719029,0.2639990344694018
2.2275214735021476,250.167506,8.093566751326877,0.26549088881933147
2.2275130675349937,251.925004,8.093443097894863,0.26681139612484983
2.2275033222879435,253.673651,8.093443097894863,0.2683445634180801
2.227493260338185,255.427971,8.09348019391759,0.26993164985965346
2.2274840040231143,257.207637,8.09351728994655,0.2713957232708033
2.227475791102813,258.951762,8.093640943418256,0.27269693775559295
2.22746694322693,260.70791,8.093616212719029,0.2741041926285965
2.227457380081053,262.492717,8.093542020638926,0.27562988537245675
2.2274496126672534,264.244789,8.09326998318525,0.276874869159644
2.2274412530196304,265.999251,8.093158695220602,0.27821566868791164
2.2274330041658303,267.749963,8.09312159924484,0.2795409992658011
2.2274235309946597,269.520877,8.092960850070513,0.28106847229065474
2.227415892611564,271.299614,8.093022676664097,0.2823007737702595
2.2274076744390365,273.071073,8.093084503271248,0.28362974892745857
2.2274005509120705,274.829921,8.093022676664097,0.284785757571159
2.2273917977424524,276.593426,8.093072137949786,0.28620794108576664
2.2273839519044545,278.359117,8.09301031134372,0.2874871597009203
2.2273788498824962,280.120609,8.092886658177848,0.2883216607484795
2.227374222699593,281.882778,8.092626986724671,0.28908146250002165
2.2273701824860908,283.649733,8.092342584957596,0.28974646675498344
2.227367303190551,285.419367,8.092280758526675,0.29021907016139814
2.227365077204187,287.183199,8.092218932114962,0.29058489435031487
2.2273628817330917,288.958117,8.092206566833,0.2909453156044229
2.2273609144167743,290.759472,8.092021087686076,0.2912707147847467
2.227359237397835,292.52966,8.092008722414416,0.291546378455902
2.2273576068183054,294.297769,8.091798512886596,0.2918170818042967
2.2273554029096627,296.086705,8.091600668781071,0.29218206778859235
2.227353838776541,297.857691,8.091464651046008,0.29244118949940956
2.2273516379095444,299.637042,8.09136572910048,0.29280481018506055
2.2273499786602864,301.407656,8.091514112032414,0.2930762353248609
2.2273488655509546,303.192225,8.091427555310146,0.29326078882361906
2.227346414329013,304.990057,8.091427555310146,0.293664961903153
2.2273448110165823,306.820765,8.091328633381139,0.29393075789241463
2.2273431579868714,308.623203,8.091180250555597,0.29420552561195423
2.2273416096109138,310.412509,8.09093294603466,0.29446441601506324
2.2273398152195134,312.205404,8.091180250555597,0.29475770367579773
2.22733792058437,314.032538,8.091118424404119,0.29507170969834084
2.227336315717855,315.925367,8.091056598268347,0.29533795048192674
2.2273349528381456,317.735126,8.090994772141485,0.29556426606412606
2.227332947627568,319.536503,8.09085875472386,0.2958979929606456
2.227331717712075,321.346356,8.090994772141485,0.2960999484842888
2.2273298396665524,323.150928,8.091093693944766,0.2964098756052603
2.227328256870704,325.005258,8.091056598268347,0.29667277025372
2.2273264241064323,326.858549,8.090994772141485,0.2969775811176044
2.2273249538095725,328.669247,8.090908215594625,0.2972227072261014
2.2273235688752964,330.518078,8.091056598268347,0.29745071971949094
2.227322079657255,332.338855,8.091056598268347,0.2976980727912353
2.2273203608527194,334.216823,8.091044233040138,0.2979838544895654
2.227318771411217,336.070704,8.090895850375855,0.2982500333743033
2.227316988985673,337.947838,8.090957676476277,0.29854571659382534
2.2273159083670087,339.773808,8.091056598268347,0.2987242557533345
2.2273141086336277,341.580483,8.091044233040138,0.29902403356741547
2.2273126307292923,343.390844,8.091167885324419,0.2992685842463008
2.227311402317559,345.243314,8.09069800695513,0.29947937947192294
2.2273097283799537,347.061579,8.090611450506154,0.2997595477881947
2.227308162792446,348.929859,8.090895850375855,0.3000169507730955
2.2273065145781317,351.01356,8.090796928649493,0.3002932532239986
2.227305141668436,352.882932,8.090673276537622,0.30052404475003786
2.227303742451978,354.710224,8.090908215594625,0.3007546501194832
2.227302136625263,356.639238,8.090957676476277,0.301022293938703
2.2273004425834753,358.665288,8.090636180917338,0.30130965320245684
2.2272992214226868,360.491415,8.090722737375344,0.30151273352436425
2.2272977046344575,362.380278,8.09087111994301,0.3017645444984583
2.2272962464946766,364.194,8.090747467797216,0.3020102031195854
2.227294645442596,366.161411,8.090425972497421,0.3022824885743235
2.2272934545313974,368.079608,8.090747467797216,0.30247777736524334
2.2272919247789567,369.965149,8.090821659075246,0.30273316004739254
2.2272909393491958,371.818922,8.090561989694255,0.3029017551260011
2.2272892715432984,373.848778,8.090685641749037,0.30317983851901154
2.2272876823463617,375.702799,8.090747467797216,0.30344567486633073
2.2272861603255008,377.681509,8.090537259285757,0.30370392078307973
2.22728496013798,379.627153,8.090487798487542,0.30390611849652144
2.227283493849786,381.513838,8.090685641749037,0.30414985741663264
2.2272823416249232,383.336532,8.090747467797216,0.30434269155693033
2.2272810607884845,385.199131,8.090376511717507,0.3045628961606563
2.2272796784384155,387.025203,8.090388876913075,0.3047952305604148
2.2272782658046038,388.851037,8.090475433287972,0.30503178181542273
2.227277107167392,390.70292,8.09057435489467,0.3052255066245765
2.2272759187063804,392.537422,8.09057435489467,0.3054256198376891
2.227274886625797,394.468664,8.09025285980726,0.30560368504435337
2.227273019629995,396.548463,8.09057435489467,0.3059140610593477
2.22727178635366,398.445359,8.090487798487542,0.30612311111776586
2.227270438923065,400.348865,8.090351781331758,0.30635214425866975
2.2272690232807366,402.300271,8.090438337693678,0.30658984900778763
2.22726786803338,404.215105,8.090537259285757,0.30678353065091146
2.227266589267204,406.173099,8.09025285980726,0.3070031880944078
2.2272652276336045,408.178992,8.090599085302179,0.3072286156992926
2.2272639314891336,410.100071,8.090475433287972,0.3074492610424073
2.227262625088994,412.066725,8.090203399060783,0.30767368305841647
2.227261493204484,413.954666,8.090537259285757,0.30786067966084923
2.227260245064289,415.841191,8.090376511717507,0.30807393641991543
2.227258804810937,418.035287,8.090327050948364,0.30831831940684584
2.2272573682288184,419.993828,8.090425972497421,0.30856022414821704
2.2272565087774425,421.888131,8.090166303504981,0.3087092095484621
2.2272551705179757,423.854047,8.090302320566929,0.3089341281516514
2.2272540499751887,425.800556,8.090327050948364,0.30912370265147254
2.227253031515278,427.74394,8.090166303504981,0.3092984852301116
2.2272515679656077,429.632579,8.090228129433413,0.30954586881877016
2.227250366138438,431.544406,8.090327050948364,0.3097484555555271
2.227249315029957,433.413833,8.090265224996369,0.3099276597166884
2.2272478970998946,435.314441,8.090042651693784,0.31017133619099757
2.2272471292520493,437.257358,8.090240494618811,0.31029911703803564
2.2272458068660166,439.124737,8.090314685754443,0.3105227814859167
2.2272447086700455,441.028068,8.090104477590634,0.3107121984823332
2.227243711854623,443.063337,8.090265224996369,0.3108795191544971
2.2272423309656713,445.026706,8.090364146524545,0.311113031569441
2.2272411995515213,447.098576,8.090178668689655,0.3113079663874211
2.227240140061883,449.009607,8.090364146524545,0.3114857986935504
2.227239074500959,450.883296,8.090302320566929,0.31166800508477144
2.2272379239727407,452.789176,8.090042651693784,0.31186736900179796
2.227236958938417,454.674305,8.090191033874643,0.31202977560826867
2.227235607119403,456.578273,8.090228129433413,0.3122596224167883
2.2272343990574393,458.49303,8.090055016871055,0.3124678481047117
2.227233677508677,460.39216,8.090042651693784,0.31259104122103354
2.2272323546413215,462.341597,8.090203399060783,0.31281452669680476
2.227231420399364,464.262659,8.090166303504981,0.31297441540170806
2.227230035835354,466.303897,8.089993190985412,0.31321302852281746
2.2272289392117255,468.241197,8.090228129433413,0.31339713081122306
2.227228301668138,470.185969,8.089918999939192,0.31351012960807295
2.2272269530471154,472.169647,8.089918999939192,0.3137405144084127
2.2272259681113207,474.316788,8.089758252747194,0.31391097273978347
2.2272247612238343,476.300071,8.089807713413219,0.3141166239174536
2.2272237023839043,478.285061,8.089745887580996,0.31429851250003504
2.2272225299391937,480.438605,8.089795348244557,0.3144984086335172
2.227221489187028,482.456469,8.089956095460284,0.3146743492759418
2.2272204261313435,484.388178,8.08982007858073,0.31485812590932544
2.227219230572711,486.292943,8.089758252747194,0.315063660730601
2.227218430750258,488.22046,8.090005556160968,0.3151973447001951
2.2272173406502787,490.269378,8.089671696607702,0.31538856654598957
2.2272163748896556,492.169304,8.089795348244557,0.31555242011769996
2.227215427571522,494.127634,8.089881904426102,0.31571365432737136
2.2272145441237203,496.072927,8.089708792093544,0.31586745487331397
2.2272135121959256,497.989564,8.089857174085287,0.31604246314142637
2.2272124755879377,499.94359,8.089869539254458,0.3162201485217928
2.227211544361164,501.855294,8.089449123803535,0.31638559647185155
2.227210649442579,503.812991,8.089671696607702,0.3165362434387341
2.2272095783709593,505.752758,8.089869539254458,0.3167175131398976
2.227208672290797,507.683351,8.089523314718141,0.31687778825078294
2.2272075475880238,509.622371,8.089696426930995,0.317068712398248
2.227206486617145,511.547246,8.089807713413219,0.3172495728906487
2.2272057973570893,513.504043,8.089523314718141,0.3173718846409542
2.2272048586978177,515.428786,8.089609870807898,0.3175321352955076
2.2272039049946692,517.365817,8.089733522419188,0.3176945201294727
2.2272028124341703,519.283902,8.089510949566838,0.31788549444337716
2.2272018719313773,521.244901,8.089449123803535,0.31804819689302544
2.227200988313576,523.195841,8.08962223596813,0.3181979937002154
2.2272000838952737,525.139675,8.089449123803535,0.3183560642541379
2.227198939740305,527.109745,8.08939966320917,0.31855381723615256
2.227197941295588,529.078507,8.089560410182045,0.318723698791868
2.2271970144840005,531.061257,8.08930074204182,0.3188869364117686
2.2271962739165945,533.028205,8.089486219260094,0.31901211708352584
2.227195267415761,534.967986,8.089560410182045,0.3191846864710695
2.2271943760615884,536.945183,8.089139995225771,0.31934409987421764
2.2271936168859825,538.880929,8.089362567766832,0.31947209015854633
2.2271928252874775,540.866747,8.089449123803535,0.3196075363412791
2.227191755893649,542.824327,8.089238916332084,0.3197949716392292
2.2271907907105017,544.772142,8.089461488957244,0.31995863732843116
2.227189661895295,546.77828,8.08942439350513,0.320154117206514
2.227189211861223,548.741588,8.08939966320917,0.32023220303464855
2.2271883246563307,550.707364,8.089585140496629,0.32038301458650087
2.2271871294522536,552.684954,8.089486219260094,0.3205909481339184
2.2271865699836675,554.65306,8.08962223596813,0.3206858461209586
2.2271853282565326,556.639959,8.089684061768265,0.32089976511741186
2.2271844965245315,558.60255,8.08939966320917,0.3210474944935639
2.227183680728745,560.605672,8.089684061768265,0.3211848220303323
2.227182836829696,562.556567,8.089510949566838,0.3213332263504332
2.227181993666148,564.566707,8.089337837475092,0.3214815408935425
2.2271810827935896,566.546519,8.089498584412647,0.32163710803308243
2.2271803077594248,568.514055,8.089201820911436,0.3217753682902775
2.22717924481601,570.54042,8.089313107186369,0.3219580342196545
2.227178444918069,572.523693,8.089374932915113,0.3220958300025596
2.2271777418248524,574.499629,8.089127630087681,0.32222105684771996
2.227176872344229,576.50338,8.089313107186369,0.32236930776100947
2.2271760774997302,578.46985,8.089152360361037,0.3225093359946593
2.227175082382593,580.477252,8.089139995225771,0.3226821363083037
2.2271746597217827,582.456206,8.08921418605238,0.3227544703474195
2.2271734698315937,584.468206,8.088781406521308,0.3229668464377906
2.2271726004723975,586.47017,8.08907816955191,0.3231137570556898
2.227171906231752,588.450148,8.088905057744164,0.3232366583691414
2.227170936834315,590.487449,8.088942153121222,0.323404534338893
2.2271700895200603,592.476272,8.08896688337557,0.3235514120615505
2.227169163010397,594.51952,8.088719580931055,0.323715780491152
2.2271684664034863,596.525554,8.088942153121222,0.32383385179988056
2.227167668981622,598.560349,8.088769041400049,0.3239748453510206
2.227167024523987,600.557632,8.089016343893066,0.3240835631972608
2.227166312418948,602.59534,8.088843232125463,0.3242097749595869
2.227165134358028,604.623652,8.088645390241107,0.3244174287619966
2.227164431874639,606.624477,8.08896688337557,0.32453532033537635
2.2271635895651425,608.659113,8.088571199572971,0.3246873201556729
2.22716257203969,610.666197,8.08900397876232,0.32485861534796134
2.227161907841928,612.71245,8.08858356468354,0.32498000959296197
2.227161030365464,614.748869,8.088867962369582,0.3251290060706647
2.227160526426125,616.761711,8.088756676282063,0.32521832631235925
2.2271596428366736,618.813226,8.088744311164769,0.32537248441589944
2.227158737201344,620.838395,8.088707215814829,0.3255308628574524
2.2271579321711683,622.892326,8.08858356468354,0.32567291686613403
2.2271572202920877,624.904011,8.088843232125463,0.3257935400541271
2.227156453306598,626.965382,8.088472278715235,0.32593238622539683
2.2271555945205184,628.986731,8.088769041400049,0.3260781934409188
2.2271548202052998,631.035686,8.088472278715235,0.3262173755404386
2.2271541071518497,633.041716,8.088645390241107,0.3263394941260359
2.227153331489342,635.096067,8.08858356468354,0.3264757720230207
2.2271525948419004,637.105433,8.088447548505634,0.32660627782026974
2.227151627584429,639.166411,8.08868248558422,0.3267720454110428
2.2271508428808606,641.183905,8.088435183400808,0.32691253202417847
2.2271503784539695,643.229781,8.088707215814829,0.32698998908125676
2.2271495949353137,645.378319,8.0884970089263,0.32712981435035243
2.2271486722264644,647.411042,8.088719580931055,0.3272881073432556
2.227147961932599,649.474741,8.0884970089263,0.3274153643709396
2.2271470381160294,651.520225,8.088645390241107,0.32757494029368656
2.227146265265295,653.576696,8.0883980880945,0.32771354349132026
2.2271457369627843,655.596535,8.088756676282063,0.3278011027923419
2.227144836057327,657.669266,8.088595929792838,0.3279609942292792
2.2271440459380867,659.759125,8.088620660016925,0.3280989949966954
2.2271434472144285,661.791981,8.088595929792838,0.3282041823811291
2.2271427740708547,663.876419,8.088571199572971,0.3283224245859474
2.2271420270024214,665.923025,8.088571199572971,0.3284533045999557
2.2271411611484937,668.006415,8.0884970089263,0.32860604545449634
2.2271403184432983,670.037983,8.088521739140099,0.32875341467768193
2.2271395998410557,672.105413,8.088323897493717,0.32888210517796806
2.2271390008863987,674.148638,8.088509374032222,0.32898459585372747
2.227138426676086,676.227781,8.08838572299086,0.3290869945506976
2.2271378022905006,678.262216,8.088595929792838,0.3291936434261855
2.2271368836460708,680.347961,8.0883980880945,0.32935753137578955
2.2271361736412514,682.429663,8.088645390241107,0.32947874803595456
2.2271355854196155,684.596442,8.088459913609773,0.3295845383990068
2.227134485780463,686.689556,8.08868248558422,0.32977455647363974
2.22713400051019,688.74242,8.08858356468354,0.3298611321218623
2.227133300164731,690.843365,8.088645390241107,0.32998329686593436
2.2271326673494314,692.907748,8.088435183400808,0.3300973509781657
2.227132101814086,694.999504,8.088645390241107,0.3301938398015683
2.227131080150532,697.054556,8.08858356468354,0.33037424668708637
2.227130324925497,699.159367,8.088620660016925,0.3305065048243968
2.227129603555461,701.215755,8.088472278715235,0.3306353836511974
2.2271293213435865,703.322919,8.088620660016925,0.3306829781491703
2.2271284363580675,705.383287,8.088472278715235,0.33084067709678083
2.2271277585984506,707.502186,8.088694850699135,0.3309568623543923
2.2271269266978684,709.569766,8.088447548505634,0.3311066494811952
2.227126472120299,711.699543,8.088571199572971,0.33118495994173436
2.2271257503245225,713.817319,8.0884970089263,0.3313130415246002
2.227124997410098,715.883281,8.088558834463672,0.33144476167209097
2.2271242866999206,718.002384,8.088410453194975,0.33157196611557616
2.227123636712077,720.089874,8.088410453194975,0.33168646086680154
2.227123100207064,722.183694,8.088410453194975,0.33178098228645536
2.2271224034529324,724.373547,8.088323897493717,0.33190494887590966
2.227121529648599,726.493188,8.088472278715235,0.3320569189939531
2.2271206784054574,728.633926,8.088027135300736,0.33221311483937493
2.227120072376828,730.762975,8.088459913609773,0.33231402560581047
2.227119614896866,732.896371,8.088163151264888,0.3323987920560095
2.227118660875287,735.017586,8.0883980880945,0.33256384874895284
2.227118156701847,737.146875,8.088237341820188,0.33265501725079993
2.2271175666715055,739.272562,8.088336262591792,0.33275777632035736
2.227116942102958,741.404281,8.088410453194975,0.33286699011016607
2.227116075816224,743.549204,8.088262072006678,0.3330219660389413
2.2271154505635535,745.72025,8.08858356468354,0.33312794157788805
2.227114920519865,747.863642,8.088274437104538,0.33322581011630753
2.2271143987478954,750.019701,8.088521739140099,0.33331456452894853
2.2271134048874446,752.154509,8.088435183400808,0.33349134595483787
2.227112947462163,754.277009,8.088360992792955,0.3335732010129914
2.2271122129337995,756.417856,8.088657755354621,0.3336989306147691
2.2271116934982085,758.56556,8.088410453194975,0.33379416445528204
2.227110951995945,760.708995,8.08868248558422,0.33392151483497107
2.2271103563583967,762.870403,8.088286802201663,0.3340323083732629
2.2271095058491936,765.036925,8.0885341042459,0.334179334041256
2.2271092257462697,767.155626,8.088472278715235,0.33422974034926517
2.2271084762807245,769.299803,8.088410453194975,0.3343632019554631
2.22710766376784,771.430964,8.088571199572971,0.334504778852974
2.2271071331160712,773.548619,8.088336262591792,0.33460195567562234
2.2271065501209844,775.707006,8.088558834463672,0.3347020958201254
2.227105911038635,777.828462,8.088286802201663,0.3348190189523558
2.227105232467511,779.99904,8.088657755354621,0.33493407351954135
2.2271046209726717,782.133632,8.088435183400808,0.3350454708872296
2.227104064628159,784.27097,8.088435183400808,0.3351440399193529
2.227103559019381,786.436393,8.088558834463672,0.33523192434846866
2.2271029951946986,788.555669,8.088212611632907,0.3353366376607583
2.227102339292934,790.758415,8.088472278715235,0.33544931205646644
2.2271014176040116,792.890695,8.088237341820188,0.33561597926821807
2.2271009945683633,795.052344,8.0883980880945,0.3356887751829342
2.227100206106829,797.181864,8.088336262591792,0.33582947926650075
2.227099841160194,799.364874,8.088224976725758,0.3358957608726468
2.227099189629398,801.49841,8.088447548505634,0.33600827819477475
2.227098544658935,803.672632,8.088113690905052,0.3361273570989094
2.227097826087337,805.834747,8.088286802201663,0.3362525034193919
2.2270973073931204,807.994633,8.088299167295752,0.3363444149494071
2.2270969022777543,810.152447,8.088224976725758,0.33641737191464366
2.2270963126458203,812.331597,8.088299167295752,0.336521049983388
2.227095624016048,814.458776,8.088138421084652,0.3366455865590076
2.2270951559057477,816.643186,8.0883980880945,0.3367251438429954
2.22709455699352,818.769016,8.088224976725758,0.33683395233139507
2.2270937185295,820.961234,8.088076595646234,0.33698501180149526
2.2270930249421075,823.130079,8.088224976725758,0.33710623832060493
2.227092459855258,825.308958,8.088039500384053,0.3372092731395361
2.227092200034501,827.494821,8.088200246539305,0.33725324027971726
2.2270915269264346,829.650044,8.088027135300736,0.3373753395245806
2.22709122356678,831.838245,8.087903484483695,0.3374310091178166
2.227090228536937,834.003704,8.08817551635445,0.3376042375894136
2.227089738965421,836.223968,8.088027135300736,0.3376934052749625
2.227089063171417,838.406074,8.088088960729225,0.33781280954786275
2.2270884640841917,840.612734,8.088113690905052,0.3379190981976474
2.227088062020206,842.763371,8.087767468649336,0.3379954813655901
2.2270873939193474,844.972832,8.088027135300736,0.3381108271472437
