,Frequency(GHz),Pressure(mbar),Temp(K),Time(s),Freqshift(%),Thickness(um)
0,2.2257341856612882,0.359,29.288887750714643,5.167413,-0.01865134711856291,0.07952858838392285
1,2.2257339853919547,0.358,29.28929316496701,10.761158,-0.018654831114229893,0.07954406662947772
2,2.2257338751511035,0.358,29.290104013404697,16.817676,-0.018648758178673352,0.07951708672754754
3,2.225733779943933,0.359,29.290833799858007,22.87692,-0.01864311177098519,0.07949200237374097
4,2.2257334913081444,0.358,29.29119870121101,28.433007,-0.018651115653580824,0.07952756006948701
5,2.2257333385838494,0.358,29.291847428019,33.985583,-0.018649154734942535,0.07951884846497967
6,2.2257331969483456,0.358,29.29225289095608,39.543432,-0.018650003474810727,0.07952261907949178
7,2.2257331338575534,0.358,29.29273945530071,45.105289,-0.0186462209614814,0.07950581498004704
8,2.2257330143311016,0.359,29.29330712581168,51.167277,-0.018643870462455414,0.07949537285017833
9,2.2257327806818505,0.359,29.293834260192103,57.219418,-0.018647197505749852,0.07951015332494489
10,2.2257326989700816,0.358,29.29456415708493,62.775419,-0.018640941723425182,0.07948236202832788
11,2.225732629060837,0.358,29.295212972498565,68.404033,-0.01863525817044866,0.07945711351114927
12,2.2257324836581693,0.358,29.295212972498565,74.392553,-0.018641789753336167,0.07948612935492269
13,2.225732291444381,0.358,29.295577938713247,79.949692,-0.018645460451970405,0.07950243639264758
14,2.225732328863712,0.358,29.29553738657617,85.503022,-0.01864433107854878,0.07949741913624427
15,2.225732162382575,0.358,29.296267333973503,91.059863,-0.018641881751246744,0.07948653805145026
16,2.225732063214864,0.358,29.296429547464403,96.62087,-0.018644130175213262,0.07949652662307999
17,2.225731947472316,0.358,29.296956748538346,102.176226,-0.018642158869263598,0.07948776913660133
18,2.2257318592838478,0.358,29.297159521253,107.736791,-0.018643362367989753,0.0794931156462688
19,2.2257317857849355,0.358,29.297646182442797,113.794839,-0.018640044629299777,0.07947837675168191
20,2.225731673113392,0.358,29.297200075995168,119.849521,-0.01865117366595679,0.07952781779720351
21,2.2257315741155295,0.358,29.29776784927887,125.407203,-0.018647898077537358,0.07951326566010829
22,2.225731533421917,0.358,29.298051740833987,131.044984,-0.01864586460233846,0.07950423184197301
23,2.2257314556851697,0.358,29.29784896081816,137.028109,-0.018652114784019624,0.07953199884873637
24,2.2257313456726533,0.358,29.29845730584802,142.582175,-0.018648781893014964,0.07951719208059035
25,2.22573132329063,0.358,29.29857897667816,148.138996,-0.018648132311351207,0.07951430626097508
26,2.2257312692248714,0.358,29.29857897667816,153.690396,-0.01865056098168158,0.07952509586887169
27,2.2257312932663207,0.358,29.29902510806909,159.257096,-0.018643412555164253,0.07949333860200232
28,2.2257313048254037,0.358,29.29857897667816,165.311595,-0.01864896178176499,0.07951799125249397
29,2.2257313888528056,0.358,29.29857897667816,170.873149,-0.018645187214210268,0.07950122252802666
30,2.22573139590452,0.358,29.298092297050907,176.928452,-0.01865149033123418,0.07952922462606746
31,2.225731563361586,0.358,29.29788951670201,182.480571,-0.018646726251914398,0.07950805975481894
32,2.225731656595011,0.358,29.29776784927887,188.038669,-0.01864419304402225,0.07949680591771066
33,2.2257318951750347,0.359,29.29679453167178,193.721098,-0.0186467144507977,0.07950800732778768
34,2.2257320900933997,0.358,29.296429547464403,199.657383,-0.018642922773611945,0.07949116275722694
35,2.2257323323067593,0.358,29.295821252464997,205.215341,-0.018640315688382127,0.07947958091068506
36,2.2257324368392704,0.358,29.29436140573745,211.272785,-0.018655474185311532,0.07954692360804883
37,2.2257328395492824,0.358,29.293428771182946,216.832638,-0.018650067503406493,0.07952290353370217
38,2.225733090635338,0.358,29.29257726612244,222.382203,-0.01865036809205769,0.07952423893351591
39,2.225733577825811,0.358,29.2918068821404,227.939499,-0.018638959185154482,0.07947355476418928
40,2.225733881965475,0.358,29.28977967084125,233.49872,-0.01865286217335116,0.07953531924481225
41,2.225734360905771,0.358,29.28852288356832,239.057978,-0.01864843587002351,0.07951565484416968
42,2.225734858630715,0.358,29.2872661604796,245.114477,-0.018643163922048414,0.07949223405376908
43,2.2257353466218395,0.358,29.28491504416922,250.669599,-0.01865320580822012,0.0795368459010205
44,2.2257359217051675,0.358,29.28309105677089,256.367324,-0.018652166992087407,0.0795322307910393
45,2.2257365299170413,0.358,29.281145619056534,262.282762,-0.01865128873175462,0.07952832899254639
46,2.2257371739717016,0.358,29.279646115665404,267.838599,-0.01864273756156365,0.07949033995759854
47,2.225737860176579,0.358,29.27757938227529,273.399282,-0.01864000011799459,0.07947817901378718
48,2.2257384802906968,0.358,29.275188671677608,278.953427,-0.018644631187698903,0.07949875237273232
49,2.22573917063628,0.358,29.27300076705481,284.510312,-0.018643348498258397,0.07949305403021388
50,2.225739947611472,0.358,29.27040794660789,290.067547,-0.018643672376305757,0.07949449285411173
51,2.225740724836753,0.358,29.26801793201289,295.624964,-0.01864122610328607,0.07948362536879841
52,2.2257415769932725,0.358,29.265223124437654,301.196801,-0.018640908395817415,0.07948221397253162
53,2.225742492067657,0.358,29.261861674738928,307.241108,-0.018645454764792246,0.07950241112722177
54,2.2257433951062304,0.358,29.25914855007131,312.798172,-0.01864173188626841,0.07948587228319313
55,2.2257444148207557,0.358,29.25530209468483,318.519971,-0.018648149941799596,0.07951438458557547
56,2.225745495055653,0.358,29.252225363171387,324.4144,-0.01864139226942434,0.07948436355261788
57,2.2257465001712387,0.358,29.249108540395003,329.97013,-0.018638547394555633,0.07947172542760375
58,2.2257474538627844,0.358,29.245668350185056,335.532281,-0.018642394819139103,0.07948881733517679
59,2.2257486655671386,0.358,29.2418644645002,341.583396,-0.018639579676652997,0.07947631123880752
60,2.225749689181866,0.358,29.23781842302921,347.14531,-0.01864848979258736,0.07951589439957127
61,2.22575088474799,0.358,29.23409665245348,352.697802,-0.018645267788290763,0.0795015804799615
62,2.2257519828402645,0.358,29.23045633462677,358.256482,-0.01864531138711567,0.07950177416864936
63,2.225753209468458,0.358,29.22693787275739,363.811981,-0.01863792089081255,0.07946894225662457
64,2.225754448188862,0.358,29.22208564769628,369.369703,-0.018648060602714997,0.07951398768999678
65,2.2257557697896746,0.358,29.21788116025861,374.921496,-0.018645684191849383,0.07950343036293632
66,2.2257570962893714,0.358,29.213273220910644,380.681738,-0.01864854407632545,0.07951613555957542
67,2.2257585261318824,0.358,29.208787372833505,386.539327,-0.018645094884442704,0.07950081235137453
68,2.225759825770118,0.358,29.20470636631904,392.098194,-0.01864199865550336,0.0794870573935204
69,2.2257612517024823,0.358,29.20002010554937,397.653833,-0.018641415988300762,0.07948446892244933
70,2.225762602595467,0.358,29.19493086909968,403.208153,-0.01864964692484856,0.07952103506777836
71,2.2257640199485897,0.358,29.19065026409451,408.761795,-0.01864393070847166,0.07949564049275223
72,2.22576541727077,0.358,29.185078518193603,414.323048,-0.01865657730052899,0.07955182444798832
73,2.2257670365759377,0.358,29.180718902715853,420.383745,-0.018642833002729724,0.07949076395237345
74,2.2257685854226605,0.358,29.175633662433626,425.932481,-0.018642058433607174,0.0794873229552454
75,2.2257700521582677,0.358,29.1706705146724,431.492958,-0.018643305402949048,0.07949286258002991
76,2.2257716858098777,0.358,29.165062961346077,437.047105,-0.018645752980085143,0.07950373595667369
77,2.2257732810642836,0.358,29.15905340880202,442.816825,-0.0186553404959259,0.07954632966417287
78,2.225774909109517,0.358,29.15429520952076,448.660418,-0.01864652192581853,0.07950715202664148
79,2.225776527893754,0.358,29.14877201653228,454.222096,-0.01864844204036624,0.07951568225641927
80,2.225778166363471,0.357,29.143330669714352,459.776402,-0.01864835387388456,0.07951529056972098
81,2.2257798087349885,0.357,29.13785023648052,465.327533,-0.01864860041526168,0.07951638585002746
82,2.2257813738918113,0.358,29.13192790945909,470.891089,-0.018658263450300545,0.07955931559657095
83,2.2257831275041515,0.358,29.12653057118225,476.448031,-0.018652353742279245,0.079533060457675
84,2.2257847514985754,0.357,29.12105388987608,482.001715,-0.018653319547607412,0.07953735120804609
85,2.2257865375770813,0.358,29.115256383788942,487.556675,-0.01865131482271563,0.07952844490519882
86,2.2257882834779377,0.357,29.10950049452076,493.111727,-0.018650533259318706,0.07952497270889604
87,2.22578997162995,0.357,29.10382643032817,498.670795,-0.018651222402333467,0.07952803431510615
88,2.2257918518395883,0.357,29.097791633444903,504.487567,-0.018648127911055558,0.07951428671232977
89,2.225793680594179,0.357,29.0917985396305,510.28584,-0.018646760747047988,0.07950821300113232
90,2.225795531665636,0.356,29.085686289676776,515.84169,-0.01864597487504375,0.07950472173209876
