Liquid_10dBm_freqs,Liquid_10dBm_s21,Solid_10dBm_freqs,Solid_10dBm_s21,NoNeon_10dBm_freqs,NoNeon_10dBm_s21,Liquid_minus30_freqs,Liquid_minus30_s21,Solid_minus30_freqs,Solid_minus30_s21,NoNeon_minus30_freqs,NoNeon_minus30_s21
2.22302,-32.072410856318314,2.22652,-22.76951562316665,2.22652,-18.2176157777438,2.22302,-28.542417646839304,2.22652,-21.714643472048277,2.22652,-10.75311816895211
2.22304,-32.00539313391788,2.22654,-22.93471855744056,2.22654,-18.277736515115866,2.22304,-28.86701427669044,2.22654,-21.928725923327978,2.22654,-10.500122514215114
2.22306,-31.939578864661357,2.22656,-23.097429555953862,2.22656,-18.338998345062983,2.22306,-28.63068479239964,2.22656,-22.19909450855299,2.22656,-10.31414797033088
2.22308,-31.872893005406283,2.22658,-23.25994318792187,2.22658,-18.403454515917332,2.22308,-28.939954302140155,2.22658,-22.32639031908685,2.22658,-10.20626312612684
2.2231,-31.807031814103063,2.2266,-23.421828390146956,2.2266,-18.471761065250323,2.2231,-28.906674103696336,2.2266,-22.51425064156725,2.2266,-10.188470556265967
2.22312,-31.740331121203106,2.22662,-23.58420353237509,2.22662,-18.54244164152723,2.22312,-29.018837255797827,2.22662,-22.72004557897969,2.22662,-10.287509191836882
2.22314,-31.67312012315837,2.22664,-23.74357434817805,2.22664,-18.61748732144129,2.22314,-29.134839271323575,2.22664,-23.018541508909543,2.22664,-10.443483262993125
2.22316,-31.60329949890892,2.22666,-23.90367763211553,2.22666,-18.693708235229977,2.22316,-29.26218253054185,2.22666,-23.275292411451677,2.22666,-10.64787918517329
2.22318,-31.53230946376638,2.22668,-24.06070474225633,2.22668,-18.774285655833847,2.22318,-29.47131938492792,2.22668,-23.494424868138736,2.22668,-10.992115880718316
2.2232,-31.46621939947618,2.2267,-24.2189235171436,2.2267,-18.858003367817965,2.2232,-29.42619237418219,2.2267,-23.57051994296805,2.2267,-11.327132132661191
2.22322,-31.396103877732514,2.22672,-24.373906774724396,2.22672,-18.946987795132028,2.22322,-29.367262586554816,2.22672,-23.78592675030943,2.22672,-11.718929591434517
2.22324,-31.32475850952128,2.22674,-24.52590977140556,2.22674,-19.037123068224368,2.22324,-29.67850009833502,2.22674,-24.015982005700817,2.22674,-12.130563904222964
2.22326,-31.25182722349291,2.22676,-24.678960245176484,2.22676,-19.131814237013597,2.22326,-29.63197867518698,2.22676,-24.08266575719089,2.22676,-12.579559691499249
2.22328,-31.180553803554623,2.22678,-24.828671229233485,2.22678,-19.231472052869407,2.22328,-29.611167321103974,2.22678,-24.326179749514655,2.22678,-13.025131454892875
2.2233,-31.110641990907617,2.2268,-24.97761056129346,2.2268,-19.334553262841908,2.2233,-30.215115498094526,2.2268,-24.36453808865279,2.2268,-13.497962736847498
2.22332,-31.03623058305795,2.22682,-25.125832401687024,2.22682,-19.44144428066248,2.22332,-30.01481360855628,2.22682,-24.63538160361736,2.22682,-13.878990465723502
2.22334,-30.963167833911747,2.22684,-25.2712683627699,2.22684,-19.551492874406907,2.22334,-30.311420696558628,2.22684,-24.840825980738757,2.22684,-14.33595038037117
2.22336,-30.885255398406013,2.22686,-25.415331149276568,2.22686,-19.666519962092675,2.22336,-30.350591174790488,2.22686,-25.031794519727725,2.22686,-14.787303215924329
2.22338,-30.81195833125381,2.22688,-25.55845275946756,2.22688,-19.78689994756164,2.22338,-30.33150737233332,2.22688,-25.10949420167613,2.22688,-15.191647888207964
2.2234,-30.737655195231124,2.2269,-25.699460702084515,2.2269,-19.908657605885278,2.2234,-30.72210658512582,2.2269,-25.479651694213405,2.2269,-15.61866739512426
2.22342,-30.658384330535885,2.22692,-25.840444839888946,2.22692,-20.035519121877776,2.22342,-30.552077445846137,2.22692,-25.658298586202616,2.22692,-16.03311033086109
2.22344,-30.580307462782752,2.22694,-25.978396053597184,2.22694,-20.16685820741468,2.22344,-30.70661339258802,2.22694,-25.60534172135606,2.22694,-16.392084927584023
2.22346,-30.502468107310563,2.22696,-26.114595528501475,2.22696,-20.29933386850924,2.22346,-30.70839199699187,2.22696,-25.7578907477332,2.22696,-16.78075523975943
2.22348,-30.424058154800136,2.22698,-26.24973846287533,2.22698,-20.4365258248466,2.22348,-30.719878701825603,2.22698,-25.9161942943989,2.22698,-17.11201578973849
2.2235,-30.34268300186344,2.227,-26.38383026396604,2.227,-20.577589474925876,2.2235,-30.62368619498535,2.227,-26.173480984309457,2.227,-17.488895527656446
2.22352,-30.261766761272547,2.22702,-26.515839784290016,2.22702,-20.723040413826368,2.22352,-30.798437008632828,2.22702,-26.305389692441665,2.22702,-17.877904798641737
2.22354,-30.18100525224782,2.22704,-26.646295112728005,2.22704,-20.869700993243185,2.22354,-31.029624088267838,2.22704,-26.414121794831512,2.22704,-18.20454640424831
2.22356,-30.099095671136386,2.22706,-26.775496919651136,2.22706,-21.01930977946572,2.22356,-31.130441070347956,2.22706,-26.54189927792782,2.22706,-18.515346409520312
2.22358,-30.01609919531578,2.22708,-26.90310810892377,2.22708,-21.172733233663045,2.22358,-31.292499836190974,2.22708,-26.71444090097225,2.22708,-18.84264632633149
2.2236,-29.932582780903942,2.2271,-27.030457476036496,2.2271,-21.32615227079871,2.2236,-31.439271300222558,2.2271,-26.85234307536739,2.2271,-19.095124902074257
2.22362,-29.8463367281961,2.22712,-27.155489398009337,2.22712,-21.48239294809487,2.22362,-31.333271332989256,2.22712,-26.97026311650861,2.22712,-19.406939471668355
2.22364,-29.758871840938173,2.22714,-27.27759874013814,2.22714,-21.63908590340734,2.22364,-31.432747361681624,2.22714,-27.192616901914555,2.22714,-19.74636443176628
2.22366,-29.67074209998119,2.22716,-27.40054811821844,2.22716,-21.800112428965058,2.22366,-31.30623663915472,2.22716,-27.12857729998355,2.22716,-20.00746725830157
2.22368,-29.58388913747097,2.22718,-27.52192087516045,2.22718,-21.96161622467597,2.22368,-31.48706576473977,2.22718,-27.41730558912337,2.22718,-20.260876407503726
2.2237,-29.493870008703787,2.2272,-27.643292961121467,2.2272,-22.120822621596776,2.2237,-31.684560657420043,2.2272,-27.39614112102073,2.2272,-20.565036166165196
2.22372,-29.40456141231211,2.22722,-27.760796484241546,2.22722,-22.283681094197803,2.22372,-31.646107920852955,2.22722,-27.568384701499227,2.22722,-20.72132902199476
2.22374,-29.312620214800088,2.22724,-27.875794419677035,2.22724,-22.44740581540374,2.22374,-31.67543831437795,2.22724,-27.725874010601057,2.22724,-21.03104883483511
2.22376,-29.223121925557308,2.22726,-27.99141596936516,2.22726,-22.608076879531986,2.22376,-31.95627335845968,2.22726,-27.71144052484127,2.22726,-21.202370927131508
2.22378,-29.130071940668117,2.22728,-28.10656479372005,2.22728,-22.770095994704857,2.22378,-32.14084504377524,2.22728,-27.9614469909388,2.22728,-21.583336295931357
2.2238,-29.033861670765084,2.2273,-28.21950539403977,2.2273,-22.93265915281588,2.2238,-32.02502830580028,2.2273,-27.983790909138552,2.2273,-21.72816676376156
2.22382,-28.93772987208342,2.22732,-28.330765879304924,2.22732,-23.09724360702644,2.22382,-31.764059128778857,2.22732,-28.222948779381586,2.22732,-21.92145051937108
2.22384,-28.84141610497178,2.22734,-28.440681637565504,2.22734,-23.25573804734002,2.22384,-32.270055853965346,2.22734,-28.390743634610264,2.22734,-22.128417253486127
2.22386,-28.74198381265533,2.22736,-28.55052917913799,2.22736,-23.416668621079072,2.22386,-32.38332453397436,2.22736,-28.462017014189485,2.22736,-22.475161305474227
2.22388,-28.6453474104791,2.22738,-28.660248861266886,2.22738,-23.57739099133109,2.22388,-32.3105458067089,2.22738,-28.614387531186495,2.22738,-22.67633519526365
2.2239,-28.544389344685435,2.2274,-28.767206333134247,2.2274,-23.73656611058141,2.2239,-32.294744146274454,2.2274,-28.75642783300605,2.2274,-22.827335040443213
2.22392,-28.44249113331552,2.22742,-28.871767134259308,2.22742,-23.894195976841083,2.22392,-32.42552975064982,2.22742,-28.70245674473239,2.22742,-23.084360808912407
2.22394,-28.338785432455644,2.22744,-28.97850950419375,2.22744,-24.05116341503751,2.22394,-32.56188419531181,2.22744,-28.64480408656164,2.22744,-23.355072426709004
2.22396,-28.23403883308953,2.22746,-29.082726788076094,2.22746,-24.20848228849236,2.22396,-32.760269701975034,2.22746,-28.789220099702515,2.22746,-23.530475491917148
2.22398,-28.126634038204784,2.22748,-29.186026499545843,2.22748,-24.362583100608205,2.22398,-32.743130963790506,2.22748,-28.93084159487108,2.22748,-23.63626096285573
2.224,-28.01985370483614,2.2275,-29.28702857756761,2.2275,-24.51481650189124,2.224,-32.84689885837872,2.2275,-29.06957472213505,2.2275,-23.7993022517244
2.22402,-27.912928540248988,2.22752,-29.38756597959209,2.22752,-24.668270789193976,2.22402,-33.088700985970874,2.22752,-29.132701344138283,2.22752,-24.07492855424291
2.22404,-27.8018108568501,2.22754,-29.48679955195413,2.22754,-24.818746453398607,2.22404,-32.835749591468456,2.22754,-29.44124914672665,2.22754,-24.18868417299708
2.22406,-27.690808172773668,2.22756,-29.58801336105069,2.22756,-24.966498250482747,2.22406,-32.59702434632259,2.22756,-29.136657250324983,2.22756,-24.416679282734734
2.22408,-27.577010442217688,2.22758,-29.683974623951123,2.22758,-25.11367521143988,2.22408,-33.26556380197056,2.22758,-29.68674270815077,2.22758,-24.611320089791366
2.2241,-27.46240587695364,2.2276,-29.78162640080361,2.2276,-25.26113558175513,2.2241,-32.994904854289054,2.2276,-29.58122192983829,2.2276,-24.78272214574314
2.22412,-27.345016205559936,2.22762,-29.877869778344813,2.22762,-25.40738821370826,2.22412,-33.32307805777925,2.22762,-29.78821454706709,2.22762,-24.792022963058947
2.22414,-27.22501556053036,2.22764,-29.97430040575264,2.22764,-25.548637356006573,2.22414,-33.146729341087486,2.22764,-29.955554534461932,2.22764,-25.031703890608355
2.22416,-27.10452493627484,2.22766,-30.069699687666308,2.22766,-25.692176728996955,2.22416,-33.3024218807542,2.22766,-29.937881345084158,2.22766,-25.310706170563485
2.22418,-26.9815324670252,2.22768,-30.161490238674634,2.22768,-25.830789361886545,2.22418,-33.27436798125626,2.22768,-29.89648400171374,2.22768,-25.45518683491336
2.2242,-26.857785923089217,2.2277,-30.255469269472776,2.2277,-25.97072210128885,2.2242,-33.46711695058064,2.2277,-30.026303642802567,2.2277,-25.553117277149703
2.22422,-26.730709944892208,2.22772,-30.344954828018057,2.22772,-26.108173888855084,2.22422,-33.552324259805154,2.22772,-30.418544007374187,2.22772,-25.62139972258062
2.22424,-26.602243560518662,2.22774,-30.43680458994501,2.22774,-26.24198705329721,2.22424,-33.650324961295006,2.22774,-30.316874915282703,2.22774,-25.80076984211764
2.22426,-26.471747352776845,2.22776,-30.528010892181957,2.22776,-26.37906415975252,2.22426,-33.90759215904085,2.22776,-30.43042575476249,2.22776,-26.036925656589528
2.22428,-26.337534289642765,2.22778,-30.61675073678128,2.22778,-26.51119107454518,2.22428,-33.73555324131814,2.22778,-30.669528948412392,2.22778,-26.220168344130062
2.2243,-26.20229301994185,2.2278,-30.703321988169712,2.2278,-26.642280301674614,2.2243,-33.92756090201283,2.2278,-30.60648508016648,2.2278,-26.487644804822605
2.22432,-26.062940878598752,2.22782,-30.79136469166935,2.22782,-26.77202749150388,2.22432,-33.72866766010675,2.22782,-30.51564023393881,2.22782,-26.41420321519417
2.22434,-25.92180507217323,2.22784,-30.880292692043398,2.22784,-26.900454156891136,2.22434,-33.87312398580714,2.22784,-30.807368303970364,2.22784,-26.70394945616
2.22436,-25.77927092260438,2.22786,-30.967962782024262,2.22786,-27.02802881288241,2.22436,-33.76401595815919,2.22786,-30.90591802277353,2.22786,-26.833395267801546
2.22438,-25.63331830085801,2.22788,-31.051878018172665,2.22788,-27.152754584820325,2.22438,-34.16259919438228,2.22788,-31.11764286685304,2.22788,-26.910941111071413
2.2244,-25.48458104016796,2.2279,-31.135335952571573,2.2279,-27.277685549671737,2.2244,-34.160841200909815,2.2279,-31.214283219610245,2.2279,-27.07236302780069
2.22442,-25.33087344743986,2.22792,-31.22059242724394,2.22792,-27.401199857187947,2.22442,-33.92202238698316,2.22792,-30.932319122098924,2.22792,-27.170964170700024
2.22444,-25.175433633442097,2.22794,-31.302957693599414,2.22794,-27.524033358048555,2.22444,-34.343699728678985,2.22794,-31.21715182281828,2.22794,-27.215582045722584
2.22446,-25.017339968173168,2.22796,-31.38452243278205,2.22796,-27.642009046495296,2.22446,-33.991676189664034,2.22796,-31.33842817150986,2.22796,-27.405268909541302
2.22448,-24.8529488157476,2.22798,-31.46918699691004,2.22798,-27.760738453736483,2.22448,-34.298397074065214,2.22798,-31.61055730696838,2.22798,-27.449816770572923
2.2245,-24.68637701882652,2.228,-31.5483773305499,2.228,-27.879794172475705,2.2245,-34.39646569753619,2.228,-31.68636174875855,2.228,-27.79701207985363
2.22452,-24.517470307020275,2.22802,-31.62922465158365,2.22802,-27.99601236871634,2.22452,-34.38769288224019,2.22802,-31.558473013603216,2.22802,-27.779557832148928
2.22454,-24.34085092819919,2.22804,-31.709277805416757,2.22804,-28.10868575403105,2.22454,-34.34880528235158,2.22804,-31.718505881271707,2.22804,-27.82210446253957
2.22456,-24.16114692796189,2.22806,-31.78880253253997,2.22806,-28.223723992915897,2.22456,-34.42368041470307,2.22806,-31.872910372002096,2.22806,-27.92867727106728
2.22458,-23.97727350729454,2.22808,-31.865603516419263,2.22808,-28.335762902675867,2.22458,-34.286550021083194,2.22808,-31.751087380499705,2.22808,-27.94994063957539
2.2246,-23.787909493444214,2.2281,-31.945326064926057,2.2281,-28.44624169746644,2.2246,-34.545518964971514,2.2281,-31.937870805956035,2.2281,-28.180970552820888
2.22462,-23.59217825850824,2.22812,-32.02110490850644,2.22812,-28.55625438819284,2.22462,-34.59891220488595,2.22812,-31.90562540513874,2.22812,-28.43906611174106
2.22464,-23.390409709713907,2.22814,-32.09934120185052,2.22814,-28.66587216760321,2.22464,-35.04090280726201,2.22814,-31.911289085089837,2.22814,-28.473990514630813
2.22466,-23.18198841914561,2.22816,-32.175770593107444,2.22816,-28.776039416545576,2.22466,-34.937476981763,2.22816,-32.04419009514292,2.22816,-28.85635954875753
2.22468,-22.965504496844797,2.22818,-32.250150716172946,2.22818,-28.88045329280408,2.22468,-34.84067584643736,2.22818,-32.04586975295769,2.22818,-28.58476925849836
2.2247,-22.742558966416773,2.2282,-32.32429717511948,2.2282,-28.98645722690343,2.2247,-35.1706311510373,2.2282,-32.395065637261645,2.2282,-28.905023474038178
2.22472,-22.51097468955017,2.22822,-32.40120013370033,2.22822,-29.091911173643616,2.22472,-35.04263933950581,2.22822,-32.41796544225468,2.22822,-29.041863212086334
2.22474,-22.266976699194934,2.22824,-32.47591910201571,2.22824,-29.196663590822496,2.22474,-35.39132109727213,2.22824,-32.64375668803418,2.22824,-29.06103233778209
2.22476,-22.01150826424824,2.22826,-32.54866490073246,2.22826,-29.298027701718,2.22476,-34.90031851045999,2.22826,-32.424681785399,2.22826,-29.23264197978814
2.22478,-21.742292372174376,2.22828,-32.622302283556856,2.22828,-29.398527581681364,2.22478,-34.895351536840664,2.22828,-32.73998218752396,2.22828,-29.14543462407002
2.2248,-21.45513352598719,2.2283,-32.695498506175404,2.2283,-29.50140704982491,2.2248,-35.327126332333606,2.2283,-32.96421684749885,2.2283,-29.435521217831774
2.22482,-21.146798552276817,2.22832,-32.76463090336273,2.22832,-29.598739373525977,2.22482,-35.09419358176436,2.22832,-32.73251297491386,2.22832,-29.319237962173688
2.22484,-20.81392268736153,2.22834,-32.835522655094145,2.22834,-29.699744814558017,2.22484,-35.45394073631606,2.22834,-32.8835836445058,2.22834,-29.579845740532186
2.22486,-20.44863525453055,2.22836,-32.90780568007786,2.22836,-29.797370788548637,2.22486,-35.25635553404936,2.22836,-32.91683627342448,2.22836,-29.52484872632057
2.22488,-20.040112005089394,2.22838,-32.976892468095606,2.22838,-29.89312825855908,2.22488,-35.55135509066655,2.22838,-33.063367945223305,2.22838,-29.780236913373912
2.2249,-19.583543879492936,2.2284,-33.04586479623096,2.2284,-29.98930046220292,2.2249,-35.3749866526456,2.2284,-32.893898844640226,2.2284,-29.89877415396922
2.22492,-19.080599782904795,2.22842,-33.11670453738099,2.22842,-30.08189465356118,2.22492,-35.2159588919741,2.22842,-33.43609323071393,2.22842,-29.684877979861334
2.22494,-18.62976250017672,2.22844,-33.18552250867755,2.22844,-30.178820291667204,2.22494,-35.5821099158318,2.22844,-33.2260903476695,2.22844,-30.134588638457288
2.22496,-18.309350007138445,2.22846,-33.254783452627244,2.22846,-30.27024796786564,2.22496,-35.35517942225247,2.22846,-32.98392612809347,2.22846,-30.26301116944451
2.22498,-18.09816000431368,2.22848,-33.32079253205265,2.22848,-30.363208719437825,2.22498,-35.72950705847209,2.22848,-33.5245855588373,2.22848,-30.603722696888887
2.225,-17.95278595643226,2.2285,-33.38760331435256,2.2285,-30.454400742927326,2.225,-35.99565750796218,2.2285,-33.338437592421855,2.2285,-30.43415751706775
2.22502,-17.84623897700904,2.22852,-33.454528781865626,2.22852,-30.54614017466189,2.22502,-35.89324437473435,2.22852,-33.515334453372475,2.22852,-30.375584968947518
2.22504,-17.766330653680185,2.22854,-33.521694689624326,2.22854,-30.63491890505351,2.22504,-35.790019365568085,2.22854,-33.463049618507824,2.22854,-30.77459120871209
2.22506,-17.703203234205752,2.22856,-33.58846782690535,2.22856,-30.723678446089718,2.22506,-35.74468696317718,2.22856,-33.53675482440879,2.22856,-30.70301732514008
2.22508,-17.651929149070845,2.22858,-33.653690483170934,2.22858,-30.812502227548872,2.22508,-35.704281337388565,2.22858,-33.953039570846386,2.22858,-30.813598022819303
2.2251,-17.61229336023402,2.2286,-33.719019944380086,2.2286,-30.900798289065825,2.2251,-35.73977552875088,2.2286,-33.665453751421815,2.2286,-30.6859523430413
2.22512,-17.58031843867604,2.22862,-33.78554910542774,2.22862,-30.98501291068417,2.22512,-36.10825016386589,2.22862,-33.81850196836026,2.22862,-30.81862600717954
2.22514,-17.55531698386017,2.22864,-33.84655408300664,2.22864,-31.07404004920065,2.22514,-35.81287789241954,2.22864,-34.42524233897461,2.22864,-30.884298063592684
2.22516,-17.536784292154145,2.22866,-33.9109128040902,2.22866,-31.15751792309238,2.22516,-35.79604582583408,2.22866,-34.38952009670205,2.22866,-31.151880034773583
2.22518,-17.52282572495904,2.22868,-33.97757280157697,2.22868,-31.24400621755411,2.22518,-36.319494553305,2.22868,-33.777270214114,2.22868,-31.05755992928277
2.2252,-17.514655036005575,2.2287,-34.03612412402382,2.2287,-31.32546749899828,2.2252,-36.35141385952814,2.2287,-34.31620971614845,2.2287,-31.139445035570343
2.22522,-17.509157003419467,2.22872,-34.099717768917984,2.22872,-31.409435502557663,2.22522,-36.19953263946386,2.22872,-34.62537174920125,2.22872,-31.476273608156745
2.22524,-17.509016962392366,2.22874,-34.164033921695626,2.22874,-31.491601766364543,2.22524,-36.517790074664056,2.22874,-33.971130230203634,2.22874,-31.64176384274337
2.22526,-17.510051563670427,2.22876,-34.223944796322826,2.22876,-31.574134793042404,2.22526,-36.663759233643525,2.22876,-33.79881032294139,2.22876,-31.422864783803035
2.22528,-17.51473948419125,2.22878,-34.28550030709654,2.22878,-31.65411564653201,2.22528,-36.01170237738168,2.22878,-34.1804323266295,2.22878,-31.94169404034164
2.2253,-17.523140991198225,2.2288,-34.35040018432588,2.2288,-31.73298843803767,2.2253,-36.83055260690388,2.2288,-34.33153839279083,2.2288,-31.81056604944136
2.22532,-17.534732957120095,2.22882,-34.405421507191186,2.22882,-31.81389079653348,2.22532,-36.46431075595925,2.22882,-34.435311960835875,2.22882,-31.68541836875556
2.22534,-17.550490105689956,2.22884,-34.46657041298256,2.22884,-31.894421537544183,2.22534,-36.27032216213904,2.22884,-34.29754429290302,2.22884,-31.717671902654736
2.22536,-17.56670400333393,2.22886,-34.52951963085458,2.22886,-31.97040636153337,2.22536,-36.43513683047704,2.22886,-34.175916921345625,2.22886,-32.10646616290603
2.22538,-17.58633993084794,2.22888,-34.585963591774934,2.22888,-32.049035439312064,2.22538,-36.4466519118576,2.22888,-34.43189373784773,2.22888,-31.90470259520874
2.2254,-17.60973333664544,2.2289,-34.6450456107233,2.2289,-32.12742020443366,2.2254,-36.16014346368855,2.2289,-34.55041936031935,2.2289,-32.14397383619029
2.22542,-17.633997954700945,2.22892,-34.70700439012632,2.22892,-32.20589094121239,2.22542,-36.6115502740247,2.22892,-35.06812317453644,2.22892,-32.196083761648254
2.22544,-17.661842801687744,2.22894,-34.76369419877646,2.22894,-32.280139923350205,2.22544,-36.49390080330471,2.22894,-34.637961922986534,2.22894,-32.13193284473855
2.22546,-17.690711467651703,2.22896,-34.82392882926443,2.22896,-32.35367529336517,2.22546,-37.46373291290647,2.22896,-34.84148290906833,2.22896,-32.29859138350174
2.22548,-17.722576487153315,2.22898,-34.88285760905193,2.22898,-32.431399562437775,2.22548,-36.96655435959284,2.22898,-34.67043896348802,2.22898,-32.39780438444758
2.2255,-17.756870948556127,2.229,-34.94158459411429,2.229,-32.5026346550373,2.2255,-36.9529791289624,2.229,-34.70285497210721,2.229,-32.640572360731305
2.22552,-17.7949813254015,2.22902,-34.99842101977044,2.22902,-32.5762269044938,2.22552,-36.95231222457154,2.22902,-35.132048809439375,2.22902,-32.367366953447934
2.22554,-17.835383906975242,2.22904,-35.05115053701346,2.22904,-32.65090536142439,2.22554,-37.42161532721109,2.22904,-34.88079072750337,2.22904,-32.84876820657551
2.22556,-17.87909640418264,2.22906,-35.111571428409945,2.22906,-32.72396124096808,2.22556,-37.12879120882302,2.22906,-35.38169098307176,2.22906,-33.09255969470895
2.22558,-17.92369583947572,2.22908,-35.1654989490046,2.22908,-32.79413998275555,2.22558,-37.65436547114842,2.22908,-35.15358116621744,2.22908,-32.62092754170751
2.2256,-17.973310747540083,2.2291,-35.22541205693545,2.2291,-32.86539748756083,2.2256,-37.29021064754154,2.2291,-35.38466851036564,2.2291,-32.84916474956703
2.22562,-18.023171103573148,2.22912,-35.27662265408858,2.22912,-32.93935587012007,2.22562,-36.9977824519224,2.22912,-34.98137972445796,2.22912,-32.709155637448326
2.22564,-18.07723139203467,2.22914,-35.32942715908853,2.22914,-33.01128186182092,2.22564,-37.57081415250027,2.22914,-35.274057281495324,2.22914,-32.81916118121299
2.22566,-18.133951940178054,2.22916,-35.38685229282168,2.22916,-33.07783803897249,2.22566,-37.615487811493246,2.22916,-35.45700177348808,2.22916,-33.12637439418819
2.22568,-18.19484526362957,2.22918,-35.44255382816493,2.22918,-33.14651290872534,2.22568,-36.89110684899384,2.22918,-35.171173119995544,2.22918,-33.18985604008695
2.2257,-18.25855353971708,2.2292,-35.496609227582496,2.2292,-33.21835266916003,2.2257,-36.6479141251145,2.2292,-35.15547488575485,2.2292,-33.283083622382264
2.22572,-18.32570257179413,2.22922,-35.548050336828545,2.22922,-33.28634212860758,2.22572,-37.33101241117413,2.22922,-35.041539207797584,2.22922,-33.20389083333994
2.22574,-18.397051994737428,2.22924,-35.60333514608261,2.22924,-33.355528072337506,2.22574,-37.3974208963432,2.22924,-35.224509363314375,2.22924,-33.37968132298613
2.22576,-18.47104576859296,2.22926,-35.6586042182815,2.22926,-33.42121119460686,2.22576,-37.49075326606879,2.22926,-35.69160517531596,2.22926,-33.443493314404414
2.22578,-18.54861681910482,2.22928,-35.713033253616494,2.22928,-33.48798724659967,2.22578,-37.30036632596251,2.22928,-35.78894111405535,2.22928,-33.464712996509874
2.2258,-18.629617236815733,2.2293,-35.765583391556454,2.2293,-33.55583256183647,2.2258,-37.69486002252518,2.2293,-35.69774042701298,2.2293,-33.48054285384559
2.22582,-18.713639867039664,2.22932,-35.81539174416077,2.22932,-33.622478625052146,2.22582,-37.38142001329626,2.22932,-36.00411839153226,2.22932,-33.90650910719567
2.22584,-18.80368159369004,2.22934,-35.86920424766133,2.22934,-33.690493654962616,2.22584,-37.49616102851882,2.22934,-35.95515775452999,2.22934,-33.60213125721187
2.22586,-18.89712425044581,2.22936,-35.92076370894379,2.22936,-33.753123012465224,2.22586,-38.0512054082373,2.22936,-35.848394799063364,2.22936,-33.25260844339627
2.22588,-18.993997724098246,2.22938,-35.97111262864054,2.22938,-33.817399652957015,2.22588,-37.54803252047624,2.22938,-35.74657342686101,2.22938,-33.77468026361208
2.2259,-19.095502584920364,2.2294,-36.026625791790195,2.2294,-33.88019110076936,2.2259,-38.01632507938714,2.2294,-36.457924218171016,2.2294,-33.757175734751684
2.22592,-19.201669221060584,2.22942,-36.07774157570442,2.22942,-33.948767553168906,2.22592,-37.82049986777484,2.22942,-36.22408062441971,2.22942,-34.30169719139461
2.22594,-19.31153538368266,2.22944,-36.12496041820277,2.22944,-34.01036618125556,2.22594,-38.26158991618183,2.22944,-36.34796293328733,2.22944,-34.07140663360009
2.22596,-19.42593674468901,2.22946,-36.17559713355908,2.22946,-34.0737755220795,2.22596,-37.85834461973006,2.22946,-36.202174025630285,2.22946,-34.21655926871835
2.22598,-19.54381441538546,2.22948,-36.23261241180563,2.22948,-34.13423607308674,2.22598,-37.85763280263146,2.22948,-36.09882929723984,2.22948,-33.88575714339485
2.226,-19.667304406799875,2.2295,-36.28088153078687,2.2295,-34.199850440618434,2.226,-37.65371119221904,2.2295,-36.56194414190316,2.2295,-34.13640485404946
2.22602,-19.79456809518123,2.22952,-36.33030653673126,2.22952,-34.261788372802,2.22602,-38.23622263718183,2.22952,-36.08173468456583,2.22952,-34.44447529042208
2.22604,-19.925715630638035,2.22954,-36.38136318339674,2.22954,-34.323851213557155,2.22604,-38.039006524142735,2.22954,-36.27898627327845,2.22954,-34.4015909336369
2.22606,-20.062028303045103,2.22956,-36.42946303636225,2.22956,-34.384773790949914,2.22606,-38.32778096283108,2.22956,-36.627582221583566,2.22956,-34.21810693217014
2.22608,-20.20086454371553,2.22958,-36.47953514782001,2.22958,-34.44452179110162,2.22608,-38.55071833860373,2.22958,-36.51025470723487,2.22958,-34.471236557439646
2.2261,-20.344009468011883,2.2296,-36.524977318639095,2.2296,-34.506324931237465,2.2261,-38.12983880702109,2.2296,-36.67904534958516,2.2296,-34.118252022999926
2.22612,-20.49056366531917,2.22962,-36.57380582806208,2.22962,-34.56576195149856,2.22612,-38.17575334157293,2.22962,-36.55681120914946,2.22962,-34.4786029933688
2.22614,-20.641666825171825,2.22964,-36.62691195930477,2.22964,-34.62699982078024,2.22614,-38.60771335598513,2.22964,-36.75621528454048,2.22964,-34.50114142332203
2.22616,-20.79458935214658,2.22966,-36.67069328207023,2.22966,-34.68892627768339,2.22616,-38.29209605869441,2.22966,-36.47650566594204,2.22966,-34.65793647792274
2.22618,-20.94849251947448,2.22968,-36.72045544399382,2.22968,-34.746029171847425,2.22618,-38.85324824661869,2.22968,-36.27732451616424,2.22968,-34.55694780187248
2.2262,-21.10873816859809,2.2297,-36.76867449500689,2.2297,-34.80310807813116,2.2262,-38.95096083133312,2.2297,-37.0663122072854,2.2297,-34.83114892326215
2.22622,-21.268712094037497,2.22972,-36.816778982853066,2.22972,-34.86047337462753,2.22622,-38.43576151120922,2.22972,-36.84072835360829,2.22972,-35.19562183458544
2.22624,-21.430826685952965,2.22974,-36.85906456108308,2.22974,-34.918343580618206,2.22624,-38.88995537665761,2.22974,-36.73269258926889,2.22974,-34.8863687106279
2.22626,-21.595455569167772,2.22976,-36.91404948038807,2.22976,-34.97683722628714,2.22626,-39.05391579332106,2.22976,-37.5543956975283,2.22976,-35.01534226494384
2.22628,-21.75890129117117,2.22978,-36.95963993977151,2.22978,-35.03679875761045,2.22628,-38.52304736178881,2.22978,-36.870452618526414,2.22978,-34.80632000563738
2.2263,-21.92480314393177,2.2298,-37.00070441216048,2.2298,-35.09535042662395,2.2263,-38.14899460700784,2.2298,-36.92652286078642,2.2298,-35.26057724356297
